motivo viaje,hora inicio,latitud origen,latitud destino,longitud origen,longitud destino,duracion viaje,dia habil,troncal origen,troncal destino
Trabajar,06:00:00,4.58089,4.672619999999999,-74.20161,-74.12484,01:30:00,1,G,K
Volver a casa,17:00:00,4.672619999999999,4.58082,-74.12484,-74.20176,02:00:00,1,K,G
Recibir atencion en salud,10:00:00,4.5814900000000005,4.68736,-74.20056,-74.05861999999999,01:30:00,1,G,D
Volver a casa,12:45:00,4.68736,4.58082,-74.05861999999999,-74.20176,02:00:00,1,D,G
Trabajar,06:00:00,4.58012,4.77102,-74.20385999999999,-74.04276999999999,01:23:00,1,G,B
Volver a casa,12:11:00,4.77102,4.58012,-74.04276999999999,-74.20385999999999,01:40:00,1,B,G
Trabajar,05:00:00,4.57909,4.59633,-74.24141,-74.07048,03:00:00,1,G,J
Volver a casa,18:00:00,4.59633,4.57939,-74.07048,-74.24261,02:00:00,1,J,G
Trabajar,07:00:00,4.570880000000001,4.71862,-74.24416,-74.09279000000001,01:11:00,1,G,C
Volver a casa,18:00:00,4.71862,4.56891,-74.09279000000001,-74.24443000000001,02:00:00,1,C,G
Estudiar,05:30:00,4.56745,4.6572,-74.24347,-74.05877,01:30:00,1,G,E
Volver a casa,17:30:00,4.6572,4.56891,-74.05877,-74.24443000000001,02:30:00,1,E,G
Recibir atencion en salud,07:00:00,4.57298,4.66257,-74.24154,-74.05855,02:30:00,1,G,E
Recibir atencion en salud,10:15:00,4.66257,4.63884,-74.05855,-74.06866,00:15:00,1,E,A
Volver a casa,11:10:00,4.63884,4.56985,-74.06866,-74.23987,02:05:00,1,A,G
Tramites,16:00:00,4.57512,4.66306,-74.23708,-74.0671,02:00:00,1,G,E
Trabajar,05:00:00,4.56891,4.76018,-74.24443000000001,-74.04531999999999,02:00:00,1,G,B
Volver a casa,17:00:00,4.76018,4.56891,-74.04531999999999,-74.24443000000001,02:30:00,1,B,G
Trabajar,06:30:00,4.56895,4.68971,-74.24433,-74.0541,02:00:00,1,G,B
Volver a casa,16:00:00,4.68971,4.56891,-74.0541,-74.24443000000001,02:00:00,1,B,G
Trabajar,04:03:00,4.5674,4.65792,-74.23347,-74.05584,02:01:00,1,G,E
Volver a casa,13:16:04,4.65792,4.56752,-74.05584,-74.23347,01:50:01,1,E,G
Tramites,13:40:00,4.58219,4.63126,-74.2159,-74.06429,01:18:00,1,G,A
Volver a casa,18:00:00,4.63126,4.58215,-74.06429,-74.21596,01:53:00,1,A,G
Estudiar,05:00:00,4.5820300000000005,4.6407,-74.21595,-74.05551,02:00:00,1,G,A
Volver a casa,18:00:00,4.64565,4.58215,-74.06159,-74.21596,01:40:00,1,A,G
Estudiar,05:15:00,4.58219,4.63721,-74.21576999999999,-74.07079,01:45:00,1,G,A
Volver a casa,18:30:00,4.63689,4.58215,-74.0731,-74.21596,01:30:00,1,A,G
Estudiar,05:30:00,4.58217,4.63885,-74.21596,-74.07446999999999,01:30:00,1,G,E
Volver a casa,18:00:00,4.64564,4.58215,-74.07305,-74.21596,01:30:00,1,E,G
Trabajar,08:00:00,4.57875,4.679880000000001,-74.20009,-74.03822,02:01:00,1,G,B
Volver a casa,12:01:30,4.679880000000001,4.57862,-74.03822,-74.20004,01:04:00,1,B,G
Trabajar,05:30:00,4.5503,4.6014,-74.14443,-74.07351,01:30:00,1,H,J
Volver a casa,17:00:00,4.6014,4.549980000000001,-74.07351,-74.14426999999999,02:00:00,1,J,H
Recibir atencion en salud,07:30:00,4.58471,4.67279,-74.21365,-74.05291,01:45:00,1,G,D
Volver a casa,10:30:00,4.67279,4.584569999999999,-74.05291,-74.21325999999999,01:01:00,1,D,G
Recibir atencion en salud,07:30:00,4.58471,4.67042,-74.21365,-74.05241,01:45:00,1,G,D
Volver a casa,10:30:00,4.67042,4.584569999999999,-74.05241,-74.21325999999999,01:00:00,1,D,G
Trabajar,04:45:00,4.5784199999999995,4.69126,-74.23819,-74.04728,01:32:00,1,G,B
Volver a casa,17:05:00,4.69126,4.5784199999999995,-74.04728,-74.23819,01:14:00,1,B,G
Trabajar,15:00:00,4.57792,4.7310300000000005,-74.19622,-74.01929,03:00:00,1,G,B
Volver a casa,20:46:00,4.7310300000000005,4.57792,-74.01929,-74.19622,01:50:00,1,B,G
Volver a casa,17:00:00,4.71777,4.56531,-74.03256999999999,-74.18361,01:11:00,1,B,G
Tramites,06:00:00,4.56942,4.73488,-74.18193000000001,-74.0495,02:00:00,1,G,B
Volver a casa,17:00:00,4.73488,4.56942,-74.0495,-74.18193000000001,01:30:00,1,B,G
Trabajar,04:30:00,4.56489,4.67042,-74.18725,-74.05241,02:20:00,1,G,D
Volver a casa,19:00:00,4.67042,4.56489,-74.05241,-74.18725,02:30:00,1,D,G
Ir a ver a alguien,15:00:00,4.5654900000000005,4.56326,-74.18614000000001,-74.18253,01:40:00,1,G,G
Estudiar,06:00:00,4.56711,4.64392,-74.18545,-74.06444,01:48:00,1,G,A
Volver a casa,13:00:00,4.64392,4.56687,-74.06444,-74.18656999999999,01:00:00,1,A,G
Trabajar,04:30:00,4.57805,4.66921,-74.21444,-74.05367,02:20:00,1,G,D
Volver a casa,19:00:00,4.66921,4.57805,-74.05367,-74.21444,02:30:00,1,D,G
Trabajar,06:30:00,4.57805,4.68666,-74.21444,-74.05877,02:00:00,1,G,D
Volver a casa,17:00:00,4.68666,4.57805,-74.05877,-74.21444,02:00:00,1,D,G
Tramites,09:41:00,4.5816099999999995,4.63684,-74.20504,-74.09176,01:01:00,1,G,K
Volver a casa,14:43:00,4.63684,4.5816099999999995,-74.09176,-74.20504,01:00:00,1,K,G
Otra cosa,08:00:00,4.583419999999999,4.6213,-74.18273,-74.07949,01:00:00,1,G,A
Volver a casa,14:54:00,4.6213,4.57805,-74.07949,-74.21444,00:54:00,1,A,G
Otra cosa,11:00:00,4.583419999999999,4.69475,-74.18273,-74.05594,01:00:00,1,G,B
Volver a casa,16:02:00,4.69475,4.57805,-74.05594,-74.21444,01:07:00,1,B,G
Trabajar,05:00:00,4.58174,4.670730000000001,-74.20489,-74.15887,00:45:00,1,G,F
Volver a casa,18:30:00,4.670730000000001,4.58174,-74.15887,-74.20489,00:40:00,1,F,G
Recibir atencion en salud,11:00:00,4.58174,4.64456,-74.20489,-74.07874,01:46:00,1,G,E
Volver a casa,13:30:00,4.64456,4.58174,-74.07874,-74.20489,01:20:00,1,E,G
Trabajar,05:00:00,4.58373,4.662380000000001,-74.20603,-74.13331,01:38:00,1,G,F
Volver a casa,11:17:38,4.662380000000001,4.58373,-74.13331,-74.20603,01:39:00,1,F,G
Estudiar,05:30:00,4.5797300000000005,4.62788,-74.19944,-74.07075999999999,01:25:00,1,G,A
Volver a casa,14:31:00,4.62788,4.5796,-74.07075999999999,-74.19944,00:59:00,1,A,G
Estudiar,07:00:00,4.5824300000000004,4.60107,-74.20536,-74.06998,01:46:00,1,G,J
Volver a casa,16:00:00,4.60107,4.5822199999999995,-74.06998,-74.20514,01:37:00,1,J,G
Trabajar,07:30:00,4.7529,4.74324,-74.04612,-74.01526,00:40:00,1,B,B
Volver a casa,14:01:00,4.74324,4.62626,-74.01526,-74.08241,01:45:00,1,B,A
Trabajar,06:40:00,4.582,4.6227800000000006,-74.20485,-74.14929000000001,01:20:00,1,G,F
Volver a casa,18:00:00,4.6227800000000006,4.58197,-74.14929000000001,-74.20488,01:46:00,1,F,G
Volver a casa,18:00:00,4.61076,4.6743,-74.07528,-74.10136999999999,01:00:00,1,J,D
Volver a casa,20:00:00,4.61076,4.6743,-74.07528,-74.10136999999999,00:45:00,1,J,D
Ir a ver a alguien,11:00:00,4.70909,4.63583,-74.09779,-74.06524,00:45:00,1,C,A
Volver a casa,15:30:00,4.63583,4.7086,-74.06524,-74.0985,00:40:00,1,A,C
Volver a casa,14:00:00,4.61382,4.7087900000000005,-74.11673,-74.0987,02:00:00,1,F,C
Trabajar,07:20:00,4.70909,4.62459,-74.09779,-74.06763000000001,00:55:00,1,C,A
Ir a ver a alguien,18:30:00,4.70712,4.63828,-74.0992,-74.06538,00:45:00,1,C,A
Volver a casa,20:50:00,4.63828,4.70712,-74.06538,-74.0992,00:40:00,1,A,C
Ir a ver a alguien,11:00:00,4.70712,4.63828,-74.0992,-74.06538,00:45:00,1,C,A
Volver a casa,15:30:00,4.63828,4.70712,-74.06538,-74.0992,00:40:00,1,A,C
Ir a ver a alguien,11:00:00,4.7045,4.59507,-74.1005,-74.07593,01:00:00,1,C,J
Volver a casa,12:30:00,4.59507,4.7045,-74.07593,-74.1005,01:10:00,1,J,C
Trabajar,06:00:00,4.70909,4.6862900000000005,-74.09779,-74.13297,00:30:00,1,C,D
Volver a casa,17:00:00,4.6862900000000005,4.7051099999999995,-74.13297,-74.10045,00:30:00,1,D,C
Asuntos de Trabajo,07:00:00,4.7060900000000006,4.70219,-74.09985999999999,-74.08244,01:00:00,1,C,C
Volver a casa,10:00:00,4.70219,4.7060900000000006,-74.08244,-74.09985999999999,01:30:00,1,C,C
Otra cosa,10:00:00,4.70665,4.66326,-74.10025,-74.05558,01:00:00,1,C,E
Volver a casa,15:00:00,4.66326,4.70665,-74.05558,-74.10025,01:30:00,1,E,C
Otra cosa,10:00:00,4.70665,4.66326,-74.10025,-74.05558,01:00:00,1,C,E
Volver a casa,15:00:00,4.66326,4.70665,-74.05558,-74.10025,01:30:00,1,E,C
Estudiar,14:00:00,4.70557,4.66292,-74.10315,-74.05906999999999,01:00:00,0,C,E
Volver a casa,20:30:00,4.66292,4.70557,-74.05906999999999,-74.10315,01:30:00,0,E,C
Trabajar,07:00:00,4.7078,4.72307,-74.10132,-74.05187,01:00:00,0,C,B
Ir a ver a alguien,12:30:00,4.72307,4.7125900000000005,-74.05187,-74.09613,00:45:00,0,B,C
Estudiar,08:00:00,4.66931,4.6548,-74.10987,-74.10635,00:15:00,1,K,K
Volver a casa,17:00:00,4.6548,4.66931,-74.10635,-74.10987,00:30:00,1,K,K
Trabajar,07:00:00,4.5639199999999995,4.64456,-74.14491,-74.06345999999999,01:00:00,1,H,A
Volver a casa,15:56:00,4.64456,4.5662199999999995,-74.06345999999999,-74.14569,01:38:00,1,A,H
Trabajar,15:39:00,4.56891,4.66975,-74.24443000000001,-74.13954,01:28:00,1,G,F
Volver a casa,19:45:00,4.66975,4.565259999999999,-74.13954,-74.23884,02:10:00,1,F,G
Trabajar,09:00:00,4.586790000000001,4.59733,-74.21587,-74.07978,02:00:00,1,G,J
Volver a casa,18:00:00,4.59733,4.58666,-74.07978,-74.21584,03:00:00,1,J,G
Trabajar,06:00:00,4.57289,4.64738,-74.23749000000001,-74.07895,02:00:00,1,G,E
Volver a casa,09:12:48,4.64738,4.57289,-74.07895,-74.23749000000001,00:52:00,1,E,G
Trabajar,06:00:00,4.57841,4.57835,-74.21257,-74.1989,02:00:00,1,G,G
Trabajar,05:10:00,4.59351,4.59647,-74.20124,-74.1462,01:25:00,1,G,G
Estudiar,06:15:00,4.593459999999999,4.61068,-74.20124,-74.0714,01:45:00,1,G,J
Volver a casa,14:00:00,4.61068,4.59359,-74.0714,-74.20116,02:00:00,1,J,G
Compras,07:00:00,4.5962,4.5999,-74.19927,-74.09947,01:00:00,1,G,L
Volver a casa,09:01:00,4.5999,4.5962,-74.09947,-74.19927,01:00:00,1,L,G
Trabajar,05:00:00,4.57805,4.58137,-74.21444,-74.22577,01:00:00,1,G,G
Volver a casa,14:00:00,4.58137,4.57805,-74.22577,-74.21444,01:00:00,1,G,G
Recibir atencion en salud,13:30:00,4.57805,4.63063,-74.21444,-74.12805,00:30:00,1,G,F
Volver a casa,15:30:00,4.63063,4.57805,-74.12805,-74.21444,01:00:00,1,F,G
Trabajar,05:00:00,4.57841,4.733569999999999,-74.21257,-74.26437,01:55:00,1,G,G
Volver a casa,18:30:00,4.733569999999999,4.57841,-74.26437,-74.21257,01:55:00,1,G,G
Buscar/dejar dejar algo,12:00:00,4.57841,4.58511,-74.21257,-74.22093000000001,00:15:00,1,G,G
Trabajar,14:00:00,4.5993699999999995,4.62671,-74.1979,-74.07132,01:30:00,1,G,A
Recibir atencion en salud,09:00:00,4.59449,4.68424,-74.20099,-74.05763,01:13:00,1,G,D
Volver a casa,13:30:00,4.69284,4.594519999999999,-74.05098000000001,-74.20103,03:00:00,1,B,G
Trabajar,06:00:00,4.57805,4.6462699999999995,-74.21444,-74.10244,02:00:00,1,G,K
Volver a casa,17:00:00,4.6462699999999995,4.57805,-74.10244,-74.21444,01:30:00,1,K,G
Trabajar,06:00:00,4.57805,4.7377199999999995,-74.21444,-74.08483000000001,01:45:00,1,G,C
Volver a casa,17:30:00,4.7377199999999995,4.57805,-74.08483000000001,-74.21444,01:02:00,1,C,G
Trabajar,04:30:00,4.57832,4.72455,-74.21265,-74.11959,02:58:00,1,G,C
Volver a casa,17:00:00,4.72455,4.57841,-74.11959,-74.21257,01:11:00,1,C,G
Tramites,06:30:00,4.58504,4.66971,-74.22622,-74.05429000000001,02:10:00,1,G,D
Volver a casa,16:30:00,4.66971,4.58504,-74.05429000000001,-74.22622,01:04:00,1,D,G
Trabajar,06:55:00,4.5814900000000005,4.91919,-74.1897,-74.02575999999999,02:00:00,1,G,B
Volver a casa,18:58:00,4.91919,4.5814900000000005,-74.02575999999999,-74.1897,02:01:00,1,B,G
Trabajar,08:04:00,4.5814900000000005,4.612080000000001,-74.1897,-74.06992,02:43:00,1,G,J
Volver a casa,18:06:00,4.612080000000001,4.5814900000000005,-74.06992,-74.1897,01:01:00,1,J,G
Estudiar,05:56:00,4.590730000000001,4.634580000000001,-74.20352,-74.07951,03:00:00,1,G,E
Volver a casa,17:58:00,4.634580000000001,4.5907,-74.07951,-74.20354,01:00:00,1,E,G
Estudiar,10:02:00,4.5907,4.62763,-74.20354,-74.08118,00:56:00,1,G,A
Volver a casa,20:03:00,4.62763,4.5907,-74.08118,-74.20354,02:00:00,1,A,G
Estudiar,07:30:00,4.58756,4.60821,-74.21605,-74.07089,03:00:00,1,G,J
Volver a casa,15:33:00,4.60821,4.58754,-74.07089,-74.21603,02:47:00,1,J,G
Estudiar,05:53:00,4.57841,4.5989,-74.21257,-74.10675,00:59:00,1,G,L
Volver a casa,21:55:00,4.5989,4.57841,-74.10675,-74.21257,01:00:00,1,L,G
Trabajar,11:08:00,4.57841,4.66394,-74.21257,-74.07661999999999,01:54:00,1,G,E
Volver a casa,18:10:00,4.66394,4.57841,-74.07661999999999,-74.21257,01:00:00,1,E,G
Trabajar,06:57:00,4.57892,4.65045,-74.17953,-74.10043,02:00:00,1,G,K
Estudiar,16:02:00,4.65045,4.59883,-74.10043,-74.07366999999999,01:00:00,1,K,J
Volver a casa,17:05:00,4.59883,4.57892,-74.07366999999999,-74.17953,01:36:00,1,J,G
Tramites,13:50:00,4.58516,4.6142199999999995,-74.20657,-74.09178,00:55:00,1,G,J
Volver a casa,22:04:17,4.6142199999999995,4.58516,-74.09178,-74.20657,01:39:00,1,J,G
Estudiar,04:31:00,4.57841,4.6315,-74.21257,-74.06413,01:29:00,1,G,A
Volver a casa,06:57:47,4.6315,4.57841,-74.06413,-74.21257,02:11:19,1,A,G
Trabajar,05:00:00,4.57841,4.7024300000000006,-74.21257,-74.02317,01:15:00,1,G,B
Volver a casa,18:30:00,4.7024300000000006,4.57841,-74.02317,-74.21257,01:15:00,1,B,G
Trabajar,04:05:00,4.57841,4.7039800000000005,-74.21257,-74.03416,02:01:00,1,G,B
Volver a casa,13:41:05,4.7039800000000005,4.57841,-74.03416,-74.21257,01:13:00,1,B,G
Recibir atencion en salud,11:12:00,4.57841,4.583559999999999,-74.21257,-74.0898,01:41:00,1,G,L
Volver a casa,18:15:00,4.583559999999999,4.57841,-74.0898,-74.21257,01:20:00,1,L,G
Estudiar,06:08:00,4.57841,4.598380000000001,-74.21257,-74.07923000000001,01:53:00,1,G,J
Volver a casa,09:31:01,4.598380000000001,4.57841,-74.07923000000001,-74.21257,00:50:53,1,J,G
Estudiar,07:45:00,4.57841,4.6527199999999995,-74.21257,-74.06549,02:00:00,1,G,E
Volver a casa,10:47:45,4.6527199999999995,4.57841,-74.06549,-74.21257,01:50:00,1,E,G
Tramites,11:15:00,4.57841,4.64187,-74.21257,-74.06367,00:54:00,1,G,A
Volver a casa,12:26:09,4.64187,4.57841,-74.06367,-74.21257,02:09:54,1,A,G
Tramites,09:02:00,4.584569999999999,4.6277,-74.19884,-74.08119,01:42:00,1,G,A
Volver a casa,18:00:00,4.6277,4.58469,-74.08119,-74.1988,01:42:00,1,A,G
Tramites,09:08:00,4.58474,4.6277,-74.1988,-74.08119,01:42:00,1,G,A
Volver a casa,11:19:15,4.6277,4.58469,-74.08119,-74.1988,00:46:00,1,A,G
Tramites,09:01:00,4.577719999999999,4.5953599999999994,-74.19596999999999,-74.08362,01:29:00,1,G,L
Volver a casa,18:00:00,4.5953599999999994,4.577719999999999,-74.08362,-74.19596999999999,01:30:00,1,L,G
Estudiar,04:00:00,4.5841400000000005,4.62066,-74.2053,-74.12498000000001,01:45:00,1,G,F
Volver a casa,06:28:30,4.62066,4.5841400000000005,-74.12498000000001,-74.2053,00:29:00,1,F,G
Volver a casa,18:02:00,4.61503,4.5435099999999995,-74.08695,-74.15243000000001,01:01:00,0,J,H
Estudiar,10:30:00,4.5780400000000006,4.5860199999999995,-74.16638,-74.08548,01:00:00,1,G,L
Volver a casa,15:33:00,4.5860199999999995,4.57845,-74.08548,-74.16738000000001,03:00:00,1,L,G
Estudiar,06:30:00,4.64492,4.61509,-74.07446,-74.0907,01:00:00,1,E,J
Ir a ver a alguien,07:00:00,4.5374099999999995,4.73789,-74.14049,-74.08479,01:30:00,1,H,C
Volver a casa,19:00:00,4.73789,4.5374099999999995,-74.08479,-74.14049,02:00:00,1,C,H
Tramites,09:00:00,4.5780400000000006,4.6527199999999995,-74.16638,-74.06549,01:45:00,1,G,E
Volver a casa,12:30:00,4.6527199999999995,4.5784199999999995,-74.06549,-74.16699,01:30:00,1,E,G
Tramites,08:00:00,4.5784199999999995,4.63058,-74.16699,-74.08145,02:25:00,1,G,A
Trabajar,17:24:00,4.5780400000000006,4.61308,-74.16638,-74.08093000000001,02:00:00,1,G,J
Volver a casa,21:00:00,4.61308,4.5784199999999995,-74.08093000000001,-74.16699,01:03:00,1,J,G
Estudiar,10:30:00,4.5780400000000006,4.5860199999999995,-74.16638,-74.08548,01:00:00,1,G,L
Volver a casa,15:33:00,4.5860199999999995,4.5784199999999995,-74.08548,-74.16699,03:00:00,1,L,G
Estudiar,21:10:00,4.5930800000000005,4.6046,-74.08393000000001,-74.07708000000001,00:50:00,1,L,J
Volver a casa,23:10:00,4.6046,4.5930800000000005,-74.07708000000001,-74.08393000000001,00:43:00,1,J,L
Trabajar,05:00:00,4.56414,4.68354,-74.14072,-74.05774,01:40:00,1,H,D
Trabajar,06:01:00,4.57841,4.49144,-74.21257,-74.25914,01:29:00,1,G,G
Volver a casa,19:00:00,4.49144,4.57841,-74.25914,-74.21257,02:00:00,1,G,G
Trabajar,05:44:00,4.57841,4.61479,-74.21257,-74.07094000000001,02:01:00,1,G,J
Volver a casa,18:47:00,4.61479,4.57841,-74.07094000000001,-74.21257,01:00:00,1,J,G
Trabajar,09:00:00,4.5887400000000005,4.60861,-74.20322,-74.09976,01:00:00,1,G,L
Volver a casa,19:00:00,4.60861,4.5887400000000005,-74.09976,-74.20322,02:00:00,1,L,G
Estudiar,04:30:00,4.57841,4.68323,-74.21257,-74.04309,01:15:00,1,G,B
Volver a casa,11:00:00,4.68323,4.57841,-74.04309,-74.21257,02:30:00,1,B,G
Buscar/dejar dejar algo,07:00:00,4.5765199999999995,4.68971,-74.19579,-74.0541,01:00:00,1,G,B
Volver a casa,14:30:00,4.68971,4.57648,-74.0541,-74.19592,01:30:00,1,B,G
Estudiar,04:30:00,4.57704,4.684080000000001,-74.19541,-74.04014000000001,01:15:00,1,G,B
Volver a casa,11:00:00,4.684080000000001,4.57648,-74.04014000000001,-74.19592,02:30:00,1,B,G
Buscar / Dejar alguien bajo su cuidad,10:50:00,4.5887400000000005,4.63894,-74.20322,-74.07438,01:50:00,1,G,E
Volver a casa,13:46:00,4.63894,4.5887400000000005,-74.07438,-74.20322,01:50:00,1,E,G
Trabajar,06:30:00,4.57841,4.61606,-74.21257,-74.10252,01:39:00,1,G,F
Estudiar,07:00:00,4.57805,4.59684,-74.21444,-74.17933000000001,01:15:00,1,G,G
Volver a casa,11:06:00,4.59684,4.57805,-74.17933000000001,-74.21444,01:00:00,1,G,G
Estudiar,05:30:00,4.57611,4.69573,-74.19977,-74.0895,01:16:00,1,G,D
Volver a casa,13:51:00,4.69573,4.57611,-74.0895,-74.19977,01:00:00,1,D,G
Trabajar,07:00:00,4.62175,4.65802,-74.08895,-74.05966,01:00:00,1,A,E
Volver a casa,18:14:00,4.65802,4.62175,-74.05966,-74.08895,03:00:00,1,E,A
Trabajar,06:30:00,4.69123,4.68414,-74.05605,-74.0305,01:30:00,1,B,B
Volver a casa,18:30:00,4.68414,4.62175,-74.0305,-74.08895,01:30:00,1,B,A
Trabajar,08:00:00,4.62175,4.614,-74.08895,-74.06441,02:00:00,1,A,J
Volver a casa,22:00:00,4.614,4.62175,-74.06441,-74.08895,01:45:00,1,J,A
Trabajar,06:30:00,4.5887400000000005,4.6105599999999995,-74.20322,-74.06582,02:00:00,1,G,J
Volver a casa,19:00:00,4.6105599999999995,4.577380000000001,-74.06582,-74.19788,01:30:00,1,J,G
Trabajar,07:30:00,4.59205,4.64326,-74.20369000000001,-74.06559,02:57:00,1,G,A
Volver a casa,19:30:00,4.64326,4.59205,-74.06559,-74.20369000000001,01:30:00,1,A,G
Volver a casa,19:15:00,4.6220300000000005,4.59205,-74.06808000000001,-74.20369000000001,02:15:00,1,A,G
Trabajar,09:00:00,4.59205,4.6024400000000005,-74.20369000000001,-74.0783,01:30:00,1,G,J
Volver a casa,19:02:00,4.6024400000000005,4.59205,-74.0783,-74.20369000000001,02:37:00,1,J,G
Asuntos de Trabajo,11:00:00,4.58867,4.65026,-74.22013000000001,-74.06759,02:45:00,1,G,E
Volver a casa,17:30:00,4.65026,4.58867,-74.06759,-74.22013000000001,01:50:00,1,E,G
Recibir atencion en salud,08:30:00,4.733569999999999,4.69185,-74.26437,-74.06642,01:30:00,1,G,D
Volver a casa,12:30:00,4.69185,4.733569999999999,-74.06642,-74.26437,02:00:00,1,D,G
Volver a casa,10:00:00,4.67087,4.586930000000001,-74.05693000000001,-74.21882,01:30:00,1,D,G
Otra cosa,06:52:00,4.57805,4.5942099999999995,-74.21444,-74.12571,00:47:00,1,G,G
Volver a casa,19:57:00,4.5942099999999995,4.57805,-74.12571,-74.21444,01:00:00,1,G,G
Trabajar,12:00:00,4.5756,4.67234,-74.21811,-74.05999,02:00:00,1,G,D
Volver a casa,15:00:00,4.67234,4.57565,-74.05999,-74.21809,02:00:00,1,D,G
Trabajar,04:30:00,4.57578,4.74034,-74.21548,-74.04818,01:30:00,1,G,B
Volver a casa,17:05:00,4.74034,4.57578,-74.04818,-74.21548,01:18:00,1,B,G
Trabajar,05:20:00,4.57578,4.66055,-74.21548,-74.05977,02:09:00,1,G,E
Volver a casa,08:23:28,4.66055,4.57578,-74.05977,-74.21548,01:59:00,1,E,G
Trabajar,06:00:00,4.58389,4.75319,-74.21441999999999,-74.04467,02:00:00,1,G,B
Volver a casa,18:00:00,4.75319,4.58389,-74.04467,-74.21441999999999,03:00:00,1,B,G
Trabajar,11:59:00,4.56241,4.75438,-74.21764,-74.04666999999999,02:01:00,1,G,B
Volver a casa,18:15:00,4.75438,4.56228,-74.04666999999999,-74.21783,02:03:00,1,B,G
Trabajar,05:00:00,4.56228,4.72009,-74.21783,-73.96916999999999,02:34:00,1,G,B
Volver a casa,18:30:00,4.72009,4.56228,-73.96916999999999,-74.21783,02:38:00,1,B,G
Trabajar,05:00:00,4.56002,4.74483,-74.24463,-74.08941999999999,01:20:00,1,G,C
Volver a casa,18:30:00,4.74483,4.56003,-74.08941999999999,-74.24462,01:20:00,1,C,G
Asuntos de Trabajo,05:25:00,4.58542,4.70835,-74.19219,-74.0737,01:35:00,1,G,C
Volver a casa,17:28:00,4.70835,4.58536,-74.0737,-74.19221,02:00:00,1,C,G
Volver a casa,14:30:00,4.86485,4.57805,-74.04745,-74.21444,02:46:00,1,B,G
Otra cosa,06:07:00,4.589230000000001,4.672619999999999,-74.20605,-74.12484,01:12:00,1,G,K
Volver a casa,08:46:19,4.672619999999999,4.58925,-74.12484,-74.20603,00:51:12,1,K,G
Otra cosa,12:09:00,4.58919,4.672619999999999,-74.2062,-74.12484,01:25:00,1,G,K
Volver a casa,18:20:00,4.672619999999999,4.58925,-74.12484,-74.20603,00:50:25,1,K,G
Volver a casa,20:41:00,4.67212,4.58628,-74.12536,-74.21738,01:48:00,1,K,G
Recibir atencion en salud,06:00:00,4.58593,4.60347,-74.21738,-74.06881,02:00:00,1,G,J
Volver a casa,09:22:39,4.60347,4.58628,-74.06881,-74.21738,00:51:00,1,J,G
Estudiar,06:00:00,4.58593,4.6277,-74.21807,-74.08119,01:03:00,1,G,A
Volver a casa,16:00:00,4.6277,4.58628,-74.08119,-74.21738,01:05:00,1,A,G
Recibir atencion en salud,09:00:00,4.57841,4.68971,-74.21257,-74.0541,02:00:00,1,G,B
Volver a casa,14:08:00,4.68971,4.57841,-74.0541,-74.21257,02:00:00,1,B,G
Trabajar,07:01:00,4.58598,4.62558,-74.20687,-74.07765,00:59:00,1,G,A
Volver a casa,19:34:00,4.62558,4.58598,-74.07765,-74.20687,01:20:00,1,A,G
Recibir atencion en salud,06:00:00,4.5855,4.65768,-74.20689,-74.10969,01:47:00,1,G,K
Volver a casa,11:06:00,4.65768,4.58598,-74.10969,-74.20687,01:00:00,1,K,G
Estudiar,14:00:00,4.58598,4.606330000000001,-74.20687,-74.06935,01:30:00,1,G,J
Volver a casa,19:00:00,4.606330000000001,4.58598,-74.06935,-74.20687,01:30:00,1,J,G
Estudiar,10:00:00,4.58598,4.65754,-74.20687,-74.05929,01:15:00,1,G,E
Volver a casa,22:00:00,4.65754,4.58598,-74.05929,-74.20687,01:00:00,1,E,G
Trabajar,07:00:00,4.57841,4.61354,-74.21257,-74.10414,01:00:00,1,G,F
Volver a casa,16:00:00,4.61354,4.5625800000000005,-74.10414,-74.23399,01:00:00,1,F,G
Trabajar,05:00:00,4.5743,4.69405,-74.22905,-74.03289000000001,01:19:00,1,G,B
Volver a casa,18:30:00,4.69405,4.5743,-74.03289000000001,-74.22905,01:19:00,1,B,G
Asuntos de Trabajo,10:32:00,4.57841,4.61503,-74.21257,-74.08695,00:50:00,1,G,J
Volver a casa,17:30:00,4.61503,4.57841,-74.08695,-74.21257,02:06:00,1,J,G
Trabajar,06:00:00,4.58645,4.74947,-74.19261999999999,-74.02202,02:00:00,1,G,B
Volver a casa,14:21:00,4.74947,4.58645,-74.02202,-74.19261999999999,01:40:00,1,B,G
Trabajar,05:30:00,4.57734,4.70027,-74.20013,-74.05055,01:08:00,1,G,B
Volver a casa,16:30:00,4.70027,4.57734,-74.05055,-74.20013,01:05:00,1,B,G
Trabajar,06:00:00,4.56942,4.6580699999999995,-74.23721,-74.15691,01:40:00,1,G,F
Volver a casa,17:30:00,4.6580699999999995,4.56942,-74.15691,-74.23721,01:40:00,1,F,G
Buscar trabajo,06:29:00,4.5737,4.61685,-74.23875,-74.0675,02:00:00,1,G,J
Volver a casa,10:41:00,4.6315,4.57379,-74.06413,-74.23836999999999,02:01:00,1,A,G
Trabajar,05:30:00,4.57841,4.6141,-74.21257,-74.09166,01:10:00,1,G,J
Volver a casa,17:05:00,4.6141,4.57605,-74.09166,-74.21141,01:25:00,1,J,G
