MOTIVOVIAJE,HORA_INICIO,HORA_FIN,LATITUD_ORIGEN,LATITUD_DESTINO,LONGITUD_ORIGEN,LONGITUD_DESTINO,DIFERENCIA_HORAS,DIA_HABIL
Trabajar,05:15:00,06:25:00,4.70628,4.58132,-74.13534,-74.10255,01:10:00,1
Volver a casa,13:00:00,14:40:00,4.58132,4.70628,-74.10255,-74.13534,01:40:00,1
Estudiar,07:30:00,07:43:00,4.70581,4.69878,-74.13230,-74.09403,00:13:00,1
Volver a casa,16:45:00,18:30:00,4.69878,4.70581,-74.09403,-74.13230,01:45:00,1
Estudiar,15:00:00,17:00:00,4.70834,4.61856,-74.14267,-74.09198,02:00:00,1
Volver a casa,22:00:00,23:30:00,4.61856,4.70834,-74.09198,-74.14267,01:30:00,1
Volver a casa,17:30:00,20:15:00,4.67523,4.71437,-74.07268,-74.13615,02:45:00,1
Trabajar,06:45:00,07:40:00,4.71384,4.64974,-74.10364,-74.06889,00:55:00,1
Volver a casa,17:25:00,18:20:00,4.64974,4.71384,-74.06889,-74.10364,00:55:00,1
Estudiar,05:55:00,07:00:00,4.71319,4.60615,-74.10428,-74.06775,01:05:00,1
Volver a casa,14:00:00,15:30:00,4.60615,4.71319,-74.06775,-74.10428,01:30:00,1
Asuntos de Trabajo,05:30:00,06:50:00,4.71448,4.73662,-74.09809,-74.03994,01:20:00,1
Volver a casa,07:40:00,08:40:00,4.73662,4.71448,-74.03994,-74.09809,01:00:00,1
Volver a casa,16:40:00,18:15:00,4.66247,4.71448,-74.05240,-74.09809,01:35:00,1
Estudiar,04:30:00,05:45:00,4.71448,4.62691,-74.09809,-74.15300,01:15:00,1
Estudiar,04:30:00,05:45:00,4.71448,4.62691,-74.09809,-74.15300,01:15:00,1
Trabajar,06:15:00,07:00:00,4.71487,4.62156,-74.10081,-74.09756,00:45:00,1
Volver a casa,17:00:00,18:00:00,4.62156,4.71487,-74.09756,-74.10081,01:00:00,1
Volver a casa,18:00:00,20:00:00,4.60225,4.71487,-74.07679,-74.10081,02:00:00,1
Estudiar,05:00:00,06:00:00,4.71567,4.62075,-74.10044,-74.08645,01:00:00,1
Volver a casa,22:15:00,23:30:00,4.63540,4.71567,-74.10066,-74.10044,01:15:00,1
Otra cosa,08:00:00,10:00:00,4.71567,4.54502,-74.10044,-74.11974,02:00:00,1
Volver a casa,20:00:00,22:00:00,4.54502,4.71567,-74.11974,-74.10044,02:00:00,1
Otra cosa,13:00:00,15:00:00,4.70046,4.68124,-74.12728,-74.06248,02:00:00,0
Otra cosa,15:20:00,16:00:00,4.68124,4.67274,-74.06248,-74.07957,00:40:00,0
Volver a casa,16:30:00,18:00:00,4.67274,4.70046,-74.07957,-74.12728,01:30:00,0
Otra cosa,13:00:00,15:00:00,4.70046,4.68124,-74.12728,-74.06248,02:00:00,0
Otra cosa,15:20:00,16:00:00,4.68124,4.67274,-74.06248,-74.07957,00:40:00,0
Volver a casa,16:30:00,18:00:00,4.67274,4.70046,-74.07957,-74.12728,01:30:00,0
Otra cosa,10:00:00,11:30:00,4.66306,4.66306,-74.06375,-74.06375,01:30:00,0
Volver a casa,14:00:00,15:30:00,4.66306,4.69798,-74.06375,-74.12896,01:30:00,0
Otra cosa,10:00:00,11:30:00,4.66306,4.66306,-74.06375,-74.06375,01:30:00,0
Volver a casa,14:00:00,15:30:00,4.66306,4.69798,-74.06375,-74.12896,01:30:00,0
Otra cosa,13:30:00,14:00:00,4.69979,4.63684,-74.12585,-74.09176,00:30:00,0
Volver a casa,18:00:00,18:30:00,4.63684,4.69979,-74.09176,-74.12585,00:30:00,0
Trabajar,09:00:00,09:50:00,4.69979,4.65436,-74.12585,-74.06212,00:50:00,0
Volver a casa,11:30:00,13:30:00,4.65436,4.69979,-74.06212,-74.12585,02:00:00,0
Otra cosa,12:00:00,14:00:00,4.69849,4.75319,-74.12493,-74.04467,02:00:00,0
Volver a casa,18:00:00,19:50:00,4.75319,4.69985,-74.04467,-74.12650,01:50:00,0
Estudiar,07:00:00,08:30:00,4.69849,4.75262,-74.12493,-74.03431,01:30:00,0
Volver a casa,13:00:00,14:30:00,4.75262,4.69941,-74.03431,-74.12578,01:30:00,0
Trabajar,05:00:00,07:30:00,4.73357,4.73789,-74.26437,-74.08479,02:30:00,1
Volver a casa,17:00:00,19:00:00,4.73789,4.73357,-74.08479,-74.26437,02:00:00,1
Recibir atencion en salud,13:30:00,14:40:00,4.73357,4.66516,-74.26437,-74.07810,01:10:00,1
Volver a casa,16:00:00,17:30:00,4.66516,4.73357,-74.07810,-74.26437,01:30:00,1
Trabajar,04:30:00,06:00:00,4.73357,4.67684,-74.26437,-74.05190,01:30:00,1
Volver a casa,13:00:00,14:30:00,4.67684,4.73357,-74.05190,-74.26437,01:30:00,1
Asuntos de Trabajo,07:07:00,08:00:00,4.71907,4.63245,-74.06084,-74.06571,00:53:00,0
Volver a casa,16:26:00,17:26:00,4.63245,4.71907,-74.06571,-74.06084,01:00:00,0
Buscar trabajo,06:00:00,07:00:00,4.71907,4.64382,-74.06084,-74.06358,01:00:00,0
Volver a casa,11:00:00,12:00:00,4.64382,4.71907,-74.06358,-74.06084,01:00:00,0
Otra cosa,08:33:00,09:30:00,4.57932,4.68998,-74.07064,-74.13109,00:57:00,1
Volver a casa,18:00:00,18:50:00,4.68998,4.57932,-74.13109,-74.07064,00:50:00,1
Otra cosa,08:40:00,09:30:00,4.57932,4.68998,-74.07064,-74.13109,00:50:00,1
Volver a casa,10:42:30,12:24:30,4.68998,4.57932,-74.13109,-74.07064,01:42:00,1
Trabajar,07:00:00,08:03:00,4.58597,4.65243,-74.06801,-74.05041,01:03:00,1
Volver a casa,17:00:00,18:01:00,4.65243,4.58597,-74.05041,-74.06801,01:01:00,1
Tramites,05:30:00,07:30:00,4.57225,4.60039,-74.24416,-74.07572,02:00:00,1
Volver a casa,09:30:00,10:45:00,4.60039,4.57190,-74.07572,-74.24450,01:15:00,1
Estudiar,05:00:00,07:00:00,4.57190,4.64942,-74.24467,-74.06292,02:00:00,1
Volver a casa,17:00:00,19:30:00,4.64942,4.57190,-74.06292,-74.24450,02:30:00,1
Recibir atencion en salud,09:30:00,11:00:00,4.63151,4.62788,-74.17844,-74.07076,01:30:00,1
Trabajar,06:15:00,07:30:00,4.63264,4.59826,-74.17797,-74.07530,01:15:00,1
Volver a casa,21:00:00,22:29:00,4.59826,4.63264,-74.07530,-74.17797,01:29:00,1
Trabajar,08:00:00,10:00:00,4.63124,4.59917,-74.17832,-74.07862,02:00:00,1
Estudiar,06:02:00,07:06:00,4.63124,4.60029,-74.17832,-74.07278,01:04:00,1
Volver a casa,13:00:00,14:29:00,4.60029,4.63124,-74.07278,-74.17832,01:29:00,1
Tramites,08:04:00,09:33:00,4.63240,4.61076,-74.17742,-74.07346,01:29:00,1
Volver a casa,14:11:00,15:13:00,4.61076,4.63240,-74.07346,-74.17742,01:02:00,1
Trabajar,06:30:00,08:00:00,4.63163,4.68117,-74.17572,-74.04478,01:30:00,1
Volver a casa,18:00:00,20:15:00,4.68117,4.63150,-74.04478,-74.17843,02:15:00,1
Trabajar,05:00:00,06:00:00,4.61494,4.59517,-74.15780,-74.08125,01:00:00,1
Volver a casa,18:00:00,19:30:00,4.59517,4.61494,-74.08125,-74.15780,01:30:00,1
Trabajar,05:30:00,06:50:00,4.61998,4.67472,-74.15353,-74.06757,01:20:00,1
Volver a casa,17:00:00,19:30:00,4.67472,4.61998,-74.06757,-74.15353,02:30:00,1
Tramites,12:00:00,15:00:00,4.61400,4.69867,-74.15116,-74.04314,03:00:00,1
Volver a casa,17:00:00,20:00:00,4.69867,4.61400,-74.04314,-74.15116,03:00:00,1
Volver a casa,14:30:00,15:45:00,4.63852,4.61400,-74.06673,-74.15116,01:15:00,1
Trabajar,05:00:00,06:30:00,4.61498,4.60460,-74.14978,-74.07708,01:30:00,1
Volver a casa,19:15:00,20:31:00,4.60460,4.61498,-74.07708,-74.14978,01:16:00,1
Trabajar,04:45:00,05:50:00,4.61498,4.62673,-74.14978,-74.06732,01:05:00,1
Volver a casa,12:17:50,13:22:55,4.62673,4.61498,-74.06732,-74.14978,01:05:05,1
Trabajar,04:45:00,05:50:00,4.61578,4.62737,-74.14922,-74.06710,01:05:00,1
Volver a casa,12:17:50,13:22:55,4.62737,4.61578,-74.06710,-74.14922,01:05:05,1
Trabajar,10:00:00,12:30:00,4.58525,4.65720,-74.20645,-74.05877,02:30:00,1
Volver a casa,18:00:00,19:58:00,4.65720,4.57969,-74.05877,-74.20182,01:58:00,1
Trabajar,06:02:00,08:00:00,4.57969,4.67935,-74.20182,-74.04511,01:58:00,1
Volver a casa,15:01:00,17:51:00,4.67935,4.57969,-74.04511,-74.20182,02:50:00,1
Trabajar,06:30:00,07:30:00,4.57966,4.65720,-74.20185,-74.05877,01:00:00,1
Volver a casa,13:07:30,14:47:30,4.65720,4.57969,-74.05877,-74.20182,01:40:00,1
Tramites,08:02:00,11:00:00,4.57918,4.77077,-74.19918,-74.03825,02:58:00,1
Volver a casa,12:36:00,13:59:00,4.77077,4.57926,-74.03825,-74.19918,01:23:00,1
Trabajar,06:15:00,08:11:00,4.58933,4.73947,-74.10424,-74.02734,01:56:00,0
Volver a casa,13:16:00,14:21:45,4.73947,4.58882,-74.02734,-74.10371,01:05:45,0
Trabajar,07:00:00,08:00:00,4.58865,4.71198,-74.09932,-74.10930,01:00:00,0
Volver a casa,15:56:00,17:37:00,4.71198,4.58865,-74.10930,-74.09932,01:41:00,0
Trabajar,09:00:00,10:20:00,4.58865,4.69698,-74.09932,-74.09177,01:20:00,0
Volver a casa,16:36:20,17:42:40,4.69698,4.58865,-74.09177,-74.09932,01:06:20,0
Estudiar,06:15:00,07:10:00,4.58865,4.65055,-74.09932,-74.06160,00:55:00,0
Volver a casa,08:41:10,09:46:05,4.65055,4.58865,-74.06160,-74.09932,01:04:55,0
Trabajar,08:00:00,10:00:00,4.57732,4.60367,-74.11838,-74.08003,02:00:00,1
Volver a casa,18:00:00,20:00:00,4.60367,4.54038,-74.08003,-74.14295,02:00:00,1
Tramites,06:27:00,08:28:00,4.58285,4.63150,-74.21257,-74.06415,02:01:00,0
Tramites,08:35:00,09:35:00,4.63150,4.63145,-74.06415,-74.10730,01:00:00,0
Trabajar,09:19:00,10:39:00,4.58277,4.73573,-74.21249,-74.02915,01:20:00,0
Volver a casa,17:22:00,19:22:00,4.73573,4.58285,-74.02915,-74.21257,02:00:00,0
Trabajar,08:27:00,10:28:00,4.57841,4.68699,-74.21257,-74.09371,02:01:00,0
Trabajar,06:45:00,08:25:00,4.58230,4.60864,-74.21403,-74.09631,01:40:00,1
Volver a casa,14:48:00,16:48:00,4.60864,4.58221,-74.09631,-74.21408,02:00:00,1
Trabajar,05:21:00,07:22:00,4.58628,4.59575,-74.20983,-74.07669,02:01:00,1
Volver a casa,17:24:00,19:24:00,4.59575,4.58628,-74.07669,-74.21017,02:00:00,1
Trabajar,05:27:00,07:27:00,4.58593,4.59470,-74.20983,-74.19425,02:00:00,1
Volver a casa,17:29:00,19:35:00,4.59470,4.58628,-74.19425,-74.21017,02:06:00,1
Tramites,06:27:00,08:28:00,4.58183,4.63150,-74.21429,-74.06413,02:01:00,0
Tramites,08:35:00,09:35:00,4.63150,4.63145,-74.06413,-74.10730,01:00:00,0
Tramites,06:50:00,08:50:00,4.58183,4.63150,-74.21343,-74.06413,02:00:00,0
Tramites,08:54:00,09:54:00,4.63150,4.56248,-74.06413,-74.12756,01:00:00,0
Tramites,06:03:00,08:04:00,4.58174,4.63150,-74.21360,-74.06413,02:01:00,0
Tramites,08:42:00,09:43:00,4.63150,4.64156,-74.06413,-74.06596,01:01:00,0
Tramites,06:12:00,08:12:00,4.58200,4.63150,-74.21369,-74.06413,02:00:00,0
Tramites,08:17:00,09:18:00,4.63150,4.64156,-74.06413,-74.06596,01:01:00,0
Tramites,07:15:00,09:00:00,4.55411,4.69606,-74.24158,-74.05302,01:45:00,0
Volver a casa,15:00:00,16:30:00,4.69606,4.55137,-74.05302,-74.25240,01:30:00,0
Ir a ver a alguien,13:19:00,14:21:00,4.55924,4.69840,-74.24073,-74.14139,01:02:00,0
Volver a casa,19:21:00,20:21:00,4.69840,4.55924,-74.14139,-74.24073,01:00:00,0
Asuntos de Trabajo,11:00:00,12:00:00,4.70009,4.65733,-74.12593,-74.06508,01:00:00,0
Trabajar,05:30:00,08:00:00,4.69849,4.80873,-74.12493,-74.10264,02:30:00,0
Volver a casa,17:00:00,20:00:00,4.80873,4.70014,-74.10264,-74.12617,03:00:00,0
Trabajar,09:00:00,10:00:00,4.69964,4.61856,-74.12576,-74.09198,01:00:00,0
Volver a casa,12:00:00,13:30:00,4.61856,4.69964,-74.09198,-74.12576,01:30:00,0
Trabajar,06:00:00,08:46:00,4.91919,4.60533,-74.02576,-74.07515,02:46:00,1
Volver a casa,17:30:00,20:16:00,4.60533,4.91919,-74.07515,-74.02576,02:46:00,1
Trabajar,05:47:00,07:48:00,4.80873,4.74940,-74.10264,-74.04674,02:01:00,1
Estudiar,17:51:00,18:51:00,4.74940,4.65194,-74.04674,-74.14416,01:00:00,1
Otra cosa,07:00:00,10:00:00,4.80873,4.59838,-74.10264,-74.07923,03:00:00,1
Estudiar,08:34:00,09:34:00,4.80873,4.65651,-74.10264,-74.06219,01:00:00,1
Volver a casa,12:37:00,13:37:00,4.65651,4.80873,-74.06219,-74.10264,01:00:00,1
Estudiar,08:00:00,09:00:00,4.80873,4.63480,-74.10264,-74.07950,01:00:00,1
Volver a casa,16:00:00,17:07:00,4.63480,4.80873,-74.07950,-74.10264,01:07:00,1
Otra cosa,07:00:00,10:00:00,4.80873,4.59826,-74.10264,-74.07931,03:00:00,1
Trabajar,06:00:00,07:38:00,4.91919,4.65055,-74.02576,-74.06160,01:38:00,1
Volver a casa,17:00:00,18:43:00,4.65055,4.91919,-74.06160,-74.02576,01:43:00,1
Recibir atencion en salud,10:00:00,11:10:00,4.80873,4.74432,-74.10264,-74.04797,01:10:00,1
Volver a casa,13:00:00,14:10:00,4.74432,4.80873,-74.04797,-74.10264,01:10:00,1
Trabajar,06:00:00,07:38:00,4.91919,4.65055,-74.02576,-74.06160,01:38:00,1
Volver a casa,17:00:00,18:43:00,4.65055,4.91919,-74.06160,-74.02576,01:43:00,1
Trabajar,07:30:00,08:30:00,4.80873,4.68824,-74.10264,-74.08136,01:00:00,1
Volver a casa,19:00:00,20:00:00,4.68824,4.80873,-74.08136,-74.10264,01:00:00,1
Tramites,10:30:00,12:00:00,4.91919,4.65732,-74.02576,-74.07071,01:30:00,1
Volver a casa,13:17:00,14:46:00,4.65732,4.91919,-74.07071,-74.02576,01:29:00,1
Estudiar,05:00:00,07:00:00,4.80873,4.60633,-74.10264,-74.06935,02:00:00,1
Volver a casa,18:00:00,21:00:00,4.60633,4.80873,-74.06935,-74.10264,03:00:00,1
Estudiar,17:00:00,18:00:00,4.80873,4.62889,-74.10264,-74.12123,01:00:00,1
Volver a casa,22:30:00,23:30:00,4.62889,4.80873,-74.12123,-74.10264,01:00:00,1
Trabajar,05:00:00,07:30:00,4.57805,4.69477,-74.21444,-74.06345,02:30:00,1
Volver a casa,16:00:00,17:30:00,4.69477,4.57805,-74.06345,-74.21444,01:30:00,1
Volver a casa,21:30:00,23:13:00,4.65166,4.57805,-74.07585,-74.21444,01:43:00,1
Volver a casa,17:00:00,18:45:00,4.67125,4.57805,-74.05739,-74.21444,01:45:00,1
Trabajar,06:00:00,08:46:00,4.57805,4.86485,-74.21444,-74.04745,02:46:00,1
Volver a casa,18:35:00,20:40:00,4.86485,4.57805,-74.04745,-74.21444,02:05:00,1
Trabajar,06:00:00,08:46:00,4.57805,4.86485,-74.21444,-74.04745,02:46:00,1
Volver a casa,18:35:00,20:40:00,4.86485,4.57805,-74.04745,-74.21444,02:05:00,1
Estudiar,06:30:00,06:45:00,4.64291,4.63141,-74.05934,-74.06409,00:15:00,1
Volver a casa,13:00:00,13:20:00,4.63141,4.64291,-74.06409,-74.05934,00:20:00,1
Otra cosa,09:30:00,10:10:00,4.57915,4.59575,-74.11596,-74.07669,00:40:00,0
Volver a casa,12:01:01,12:37:44,4.59575,4.57915,-74.07669,-74.11596,00:36:43,0
Estudiar,06:02:00,07:00:00,4.57915,4.65664,-74.11596,-74.06248,00:58:00,0
Volver a casa,08:31:00,09:41:58,4.65664,4.57915,-74.06248,-74.11596,01:10:58,0
Estudiar,06:02:00,07:00:00,4.57912,4.71535,-74.11784,-74.13857,00:58:00,0
Volver a casa,08:31:00,09:41:58,4.71535,4.57912,-74.13857,-74.11784,01:10:58,0
Estudiar,06:02:00,07:00:00,4.57912,4.71535,-74.11784,-74.13857,00:58:00,0
Volver a casa,08:31:00,09:41:58,4.71535,4.57912,-74.13857,-74.11784,01:10:58,0
Trabajar,07:00:00,08:20:00,4.56420,4.64145,-74.09470,-74.06242,01:20:00,1
Volver a casa,13:01:20,14:42:40,4.64145,4.56420,-74.06242,-74.09470,01:41:20,1
Trabajar,06:00:00,07:00:00,4.58322,4.60229,-74.09212,-74.07769,01:00:00,0
Volver a casa,17:45:00,18:45:00,4.60229,4.58322,-74.07769,-74.09212,01:00:00,0
Trabajar,06:00:00,07:00:00,4.58322,4.60229,-74.09212,-74.07769,01:00:00,0
Volver a casa,07:54:56,08:45:56,4.60229,4.58322,-74.07769,-74.09212,00:51:00,0
Estudiar,14:02:00,15:00:00,4.80873,4.69925,-74.10264,-74.08882,00:58:00,1
Volver a casa,20:30:00,21:30:00,4.69925,4.80873,-74.08882,-74.10264,01:00:00,1
Trabajar,06:00:00,07:30:00,4.80873,4.65019,-74.10264,-74.05742,01:30:00,1
Volver a casa,17:00:00,18:58:00,4.65019,4.80873,-74.05742,-74.10264,01:58:00,1
Trabajar,06:30:00,07:39:00,4.80873,4.62863,-74.10264,-74.08214,01:09:00,1
Volver a casa,18:00:00,19:36:00,4.62863,4.80873,-74.08214,-74.10264,01:36:00,1
Recibir atencion en salud,07:00:00,08:00:00,4.80873,4.63583,-74.10264,-74.06524,01:00:00,1
Volver a casa,11:02:00,12:02:00,4.63583,4.80873,-74.06524,-74.10264,01:00:00,1
Recibir atencion en salud,07:05:00,08:05:00,4.80873,4.63583,-74.10264,-74.06524,01:00:00,1
Volver a casa,17:07:00,19:07:00,4.63583,4.80873,-74.06524,-74.10264,02:00:00,1
Estudiar,05:30:00,06:52:00,4.80873,4.63216,-74.10264,-74.08120,01:22:00,1
Volver a casa,13:30:00,14:52:00,4.63216,4.80873,-74.08120,-74.10264,01:22:00,1
Trabajar,07:00:00,10:38:00,4.99568,4.57432,-73.87333,-74.09186,03:38:00,1
Volver a casa,14:16:00,15:56:00,4.57432,4.99568,-74.09186,-73.87333,01:40:00,1
Otra cosa,10:00:00,11:09:00,4.72009,4.91919,-73.96917,-74.02576,01:09:00,1
Volver a casa,18:00:00,19:50:00,4.91919,4.72009,-74.02576,-73.96917,01:50:00,1
Trabajar,06:14:00,08:08:00,4.72009,4.61076,-73.96917,-74.07346,01:54:00,1
Asuntos de Trabajo,11:00:00,12:32:00,4.72009,4.68814,-73.96917,-74.06105,01:32:00,1
Volver a casa,13:22:04,14:54:04,4.68814,4.72009,-74.06105,-73.96917,01:32:00,1
Compras,10:35:00,13:00:00,4.72009,4.62284,-73.96917,-74.06946,02:25:00,1
Volver a casa,14:31:00,15:21:00,4.62284,4.72009,-74.06946,-73.96917,00:50:00,1
Compras,10:30:00,13:01:00,4.72009,4.62284,-73.96917,-74.06946,02:31:00,1
Otra cosa,14:04:00,14:29:00,4.62284,4.62713,-74.06946,-74.10979,00:25:00,1
Estudiar,06:00:00,07:48:00,4.72009,4.59280,-73.96917,-74.08378,01:48:00,1
Volver a casa,08:18:36,10:15:36,4.59280,4.72009,-74.08378,-73.96917,01:57:00,1
Asuntos de Trabajo,10:30:00,12:30:00,4.80873,4.66849,-74.10264,-74.05985,02:00:00,1
Volver a casa,17:00:00,19:00:00,4.66849,4.80873,-74.05985,-74.10264,02:00:00,1
Estudiar,05:00:00,06:40:00,4.80873,4.62788,-74.10264,-74.07076,01:40:00,1
Volver a casa,13:20:00,15:00:00,4.62788,4.80873,-74.07076,-74.10264,01:40:00,1
Volver a casa,09:30:00,11:45:00,4.70207,4.72009,-74.02322,-73.96917,02:15:00,1
Trabajar,06:00:00,07:30:00,4.72009,4.63383,-73.96917,-74.10208,01:30:00,1
Volver a casa,17:00:00,19:30:00,4.63383,4.72009,-74.10208,-73.96917,02:30:00,1
Trabajar,05:00:00,07:00:00,4.72009,4.96476,-73.96917,-73.91211,02:00:00,1
Volver a casa,19:00:00,21:00:00,4.96476,4.72009,-73.91211,-73.96917,02:00:00,1
Otra cosa,09:00:00,10:30:00,4.80873,4.61821,-74.10264,-74.08823,01:30:00,1
Volver a casa,13:30:00,15:30:00,4.61821,4.80873,-74.08823,-74.10264,02:00:00,1
Trabajar,09:00:00,10:30:00,4.80873,4.61821,-74.10264,-74.08823,01:30:00,1
Volver a casa,13:30:00,15:30:00,4.61821,4.80873,-74.08823,-74.10264,02:00:00,1
Trabajar,05:15:00,07:00:00,4.80873,4.60211,-74.10264,-74.07426,01:45:00,1
Volver a casa,19:00:00,20:30:00,4.60211,4.80873,-74.07426,-74.10264,01:30:00,1
Trabajar,05:00:00,05:45:00,4.80873,4.80873,-74.10264,-74.10264,00:45:00,1
Volver a casa,18:30:00,19:10:00,4.80873,4.80873,-74.10264,-74.10264,00:40:00,1
Compras,08:00:00,09:00:00,4.80873,4.67234,-74.10264,-74.05999,01:00:00,1
Volver a casa,10:31:00,11:46:00,4.67234,4.80873,-74.05999,-74.10264,01:15:00,1
Trabajar,10:00:00,11:48:00,4.71674,4.73239,-74.21172,-74.06750,01:48:00,1
Volver a casa,17:30:00,19:00:00,4.73239,4.71674,-74.06750,-74.21172,01:30:00,1
Volver a casa,18:00:00,19:30:00,4.68056,4.71674,-74.04901,-74.21172,01:30:00,1
Trabajar,06:30:00,07:30:00,4.80873,4.68982,-74.10264,-74.09036,01:00:00,1
Trabajar,05:00:00,06:55:00,4.72009,4.68414,-73.96917,-74.03050,01:55:00,1
Volver a casa,12:17:55,13:28:50,4.68414,4.72009,-74.03050,-73.96917,01:10:55,1
Estudiar,08:00:00,09:00:00,4.72009,4.63234,-73.96917,-74.06640,01:00:00,1
Volver a casa,10:36:00,11:31:00,4.63234,4.72009,-74.06640,-73.96917,00:55:00,1
Asuntos de Trabajo,05:15:00,06:25:00,4.58070,4.77567,-74.11860,-74.04203,01:10:00,0
Volver a casa,17:15:00,18:25:00,4.77567,4.58070,-74.04203,-74.11860,01:10:00,0
Trabajar,05:00:00,06:51:00,4.56335,4.65945,-74.18485,-74.06190,01:51:00,1
Volver a casa,18:30:00,20:20:00,4.65945,4.56335,-74.06190,-74.18485,01:50:00,1
Volver a casa,22:38:00,23:39:00,4.64671,4.72009,-74.09703,-73.96917,01:01:00,1
Estudiar,08:20:00,09:21:00,4.72009,4.63788,-73.96917,-74.06883,01:01:00,1
Volver a casa,17:30:00,19:13:00,4.63788,4.72009,-74.06883,-73.96917,01:43:00,1
Estudiar,05:00:00,06:00:00,4.80873,4.64139,-74.10264,-74.07126,01:00:00,1
Volver a casa,13:00:00,15:00:00,4.64139,4.80873,-74.07126,-74.10264,02:00:00,1
Estudiar,13:50:00,14:55:00,4.65768,4.63854,-74.10969,-74.15859,01:05:00,1
Trabajar,18:00:00,21:00:00,4.71674,4.69175,-74.21172,-74.05594,03:00:00,1
Trabajar,06:00:00,07:00:00,4.99568,4.99568,-73.87333,-73.87333,01:00:00,1
Volver a casa,18:30:00,19:30:00,4.99568,4.99568,-73.87333,-73.87333,01:00:00,1
Trabajar,06:00:00,07:00:00,4.99568,4.99568,-73.87333,-73.87333,01:00:00,1
Volver a casa,18:30:00,19:30:00,4.99568,4.99568,-73.87333,-73.87333,01:00:00,1
Recibir atencion en salud,13:30:00,16:00:00,4.49144,4.68971,-74.25914,-74.05410,02:30:00,1
Volver a casa,17:00:00,19:00:00,4.68971,4.49144,-74.05410,-74.25914,02:00:00,1
Trabajar,05:04:00,07:44:00,4.73108,4.65243,-74.34092,-74.05041,02:40:00,1
Volver a casa,14:56:04,16:51:04,4.65243,4.73108,-74.05041,-74.34092,01:55:00,1
Otra cosa,05:00:00,07:50:00,4.56648,4.70243,-74.16375,-74.02317,02:50:00,1
Volver a casa,18:00:00,19:05:00,4.70243,4.56736,-74.02317,-74.16337,01:05:00,1
Trabajar,05:00:00,06:30:00,4.80873,4.72882,-74.10264,-74.04999,01:30:00,1
Volver a casa,13:00:00,14:15:00,4.72882,4.80873,-74.04999,-74.10264,01:15:00,1
Otra cosa,12:00:00,13:30:00,4.86485,4.80873,-74.04745,-74.10264,01:30:00,1
Volver a casa,14:47:30,15:37:00,4.80873,4.80873,-74.10264,-74.10264,00:49:30,1
Otra cosa,12:00:00,13:30:00,4.86485,4.80873,-74.04745,-74.10264,01:30:00,1
Volver a casa,18:15:00,18:54:30,4.80873,4.80873,-74.10264,-74.10264,00:39:30,1
Recibir atencion en salud,09:00:00,10:30:00,4.80873,4.63884,-74.10264,-74.06866,01:30:00,1
Volver a casa,13:00:00,14:30:00,4.63884,4.80873,-74.06866,-74.10264,01:30:00,1
Otra cosa,09:35:00,10:35:00,4.58051,4.60788,-74.09450,-74.07333,01:00:00,1
Volver a casa,11:27:35,11:42:35,4.60788,4.58051,-74.07333,-74.09450,00:15:00,1
Trabajar,08:00:00,09:30:00,4.71674,4.65055,-74.21172,-74.06160,01:30:00,1
Volver a casa,21:30:00,23:00:00,4.65055,4.71674,-74.06160,-74.21172,01:30:00,1
Trabajar,06:15:00,08:30:00,4.80873,4.60695,-74.10264,-74.07384,02:15:00,1
Volver a casa,15:12:30,17:02:30,4.60695,4.80873,-74.07384,-74.10264,01:50:00,1
Ir a ver a alguien,10:00:00,11:15:00,4.80873,4.75270,-74.10264,-74.04879,01:15:00,1
Tramites,06:00:00,07:15:00,4.54418,4.59445,-74.25652,-74.11253,01:15:00,1
Volver a casa,14:00:00,15:10:00,4.59445,4.54487,-74.11253,-74.25789,01:10:00,1
Estudiar,04:00:00,06:00:00,4.54487,4.59445,-74.25789,-74.11253,02:00:00,1
Volver a casa,12:00:00,14:00:00,4.59445,4.54487,-74.11253,-74.25789,02:00:00,1
Volver a casa,20:00:00,21:30:00,4.65003,4.57478,-74.10144,-74.18735,01:30:00,1
Ir a ver a alguien,04:00:00,06:00:00,4.56433,4.55924,-74.19013,-74.10201,02:00:00,1
Volver a casa,09:00:00,11:00:00,4.55924,4.56425,-74.10201,-74.19013,02:00:00,1
Tramites,06:00:00,07:15:00,4.56437,4.62770,-74.19060,-74.08119,01:15:00,1
Volver a casa,14:00:00,15:10:00,4.62770,4.56425,-74.08119,-74.19013,01:10:00,1
Volver a casa,17:00:00,18:45:00,4.67125,4.57805,-74.05739,-74.21444,01:45:00,1
Trabajar,06:00:00,09:00:00,4.57805,4.56703,-74.21444,-74.14000,03:00:00,1
Volver a casa,17:00:00,17:14:00,4.56703,4.57805,-74.14000,-74.21444,00:14:00,1
Asuntos de Trabajo,11:00:00,12:32:00,4.72009,4.68736,-73.96917,-74.05862,01:32:00,1
Volver a casa,13:22:04,14:54:04,4.68736,4.72009,-74.05862,-73.96917,01:32:00,1
Tramites,07:09:00,09:09:00,4.72009,4.69397,-73.96917,-74.05637,02:00:00,1
Volver a casa,11:12:00,12:12:00,4.69397,4.72009,-74.05637,-73.96917,01:00:00,1
Estudiar,08:00:00,09:00:00,4.72009,4.63583,-73.96917,-74.06524,01:00:00,1
Volver a casa,10:36:00,11:31:00,4.63583,4.72009,-74.06524,-73.96917,00:55:00,1
