MOTIVOVIAJE,HORA_INICIO,HORA_FIN,LATITUD_ORIGEN,LATITUD_DESTINO,LONGITUD_ORIGEN,LONGITUD_DESTINO,DIFERENCIA_HORAS,DIA_HABIL
Trabajar,06:00:00,07:38:00,4.91919,4.65055,-74.02576,-74.06160,01:38:00,1
Volver a casa,17:00:00,18:43:00,4.65055,4.91919,-74.06160,-74.02576,01:43:00,1
Recibir atencion en salud,11:30:00,14:00:00,4.71674,4.64691,-74.21172,-74.09698,02:30:00,1
Volver a casa,15:41:00,17:31:00,4.64691,4.71674,-74.09698,-74.21172,01:50:00,1
Recibir atencion en salud,11:00:00,13:40:00,4.99568,4.68337,-73.87333,-74.15009,02:40:00,1
Volver a casa,16:00:00,18:20:00,4.68337,4.99568,-74.15009,-73.87333,02:20:00,1
Trabajar,08:00:00,09:30:00,4.91919,4.66079,-74.02576,-74.04622,01:30:00,1
Volver a casa,18:00:00,19:30:00,4.66079,4.91919,-74.04622,-74.02576,01:30:00,1
Trabajar,06:03:00,07:00:00,4.59293,4.59437,-74.19382,-74.11244,00:57:00,1
Volver a casa,17:08:00,18:00:00,4.59437,4.59291,-74.11244,-74.19384,00:52:00,1
Trabajar,05:55:00,07:30:00,4.59415,4.69659,-74.19712,-74.14303,01:35:00,1
Volver a casa,10:04:00,12:25:00,4.69659,4.59398,-74.14303,-74.19695,02:21:00,1
Trabajar,05:32:00,06:32:00,4.57805,4.63058,-74.21444,-74.08145,01:00:00,1
Volver a casa,17:36:00,18:36:00,4.63058,4.57805,-74.08145,-74.21444,01:00:00,1
Recibir atencion en salud,07:30:00,08:30:00,4.56375,4.62373,-74.21748,-74.08176,01:00:00,1
Volver a casa,10:00:00,11:30:00,4.62373,4.56376,-74.08176,-74.21746,01:30:00,1
Trabajar,06:40:00,08:00:00,4.58357,4.62427,-74.21271,-74.15309,01:20:00,1
Volver a casa,18:00:00,19:46:00,4.62427,4.58357,-74.15309,-74.21271,01:46:00,1
Tramites,08:00:00,10:30:00,4.99568,4.74469,-73.87333,-74.04413,02:30:00,1
Volver a casa,12:00:00,14:41:00,4.74469,4.99568,-74.04413,-73.87333,02:41:00,1
Recibir atencion en salud,11:30:00,14:00:00,4.71674,4.64691,-74.21172,-74.09698,02:30:00,1
Volver a casa,15:41:00,17:31:00,4.64691,4.71674,-74.09698,-74.21172,01:50:00,1
Trabajar,10:00:00,11:47:00,4.71674,4.72402,-74.21172,-74.07006,01:47:00,1
Volver a casa,17:30:00,19:00:00,4.72402,4.71674,-74.07006,-74.21172,01:30:00,1
Tramites,12:01:00,14:00:00,4.49144,4.64254,-74.25914,-74.06578,01:59:00,1
Volver a casa,16:00:00,18:30:00,4.64254,4.49144,-74.06578,-74.25914,02:30:00,1
Recibir atencion en salud,11:00:00,12:00:00,4.72009,4.65118,-73.96917,-74.07266,01:00:00,1
Volver a casa,18:00:00,19:00:00,4.65118,4.72009,-74.07266,-73.96917,01:00:00,1
Trabajar,05:00:00,07:00:00,4.72009,4.96476,-73.96917,-73.91211,02:00:00,1
Volver a casa,19:00:00,21:00:00,4.96476,4.72009,-73.91211,-73.96917,02:00:00,1
Trabajar,06:00:00,07:15:00,4.72009,4.72009,-73.96917,-73.96917,01:15:00,1
Volver a casa,15:00:00,15:42:00,4.72009,4.72009,-73.96917,-73.96917,00:42:00,1
Asuntos de Trabajo,06:06:00,08:06:00,4.91919,4.61453,-74.02576,-74.08362,02:00:00,1
Estudiar,05:30:00,07:00:00,4.91919,4.63457,-74.02576,-74.07951,01:30:00,1
Volver a casa,07:21:00,09:06:30,4.63457,4.91919,-74.07951,-74.02576,01:45:30,1
Volver a casa,19:00:00,20:40:00,4.62349,4.57611,-74.07219,-74.19724,01:40:00,1
Trabajar,09:30:00,11:57:00,4.57969,4.69802,-74.19893,-74.03033,02:27:00,1
Volver a casa,22:30:00,23:39:00,4.69802,4.57968,-74.03033,-74.19886,01:09:00,1
Trabajar,04:30:00,06:00:00,4.58311,4.67394,-74.19867,-74.15284,01:30:00,1
Volver a casa,14:00:00,16:00:00,4.67394,4.58670,-74.15284,-74.19824,02:00:00,1
Trabajar,04:30:00,06:00:00,4.58696,4.67128,-74.19781,-74.15018,01:30:00,1
Volver a casa,14:00:00,16:00:00,4.67128,4.58670,-74.15018,-74.19824,02:00:00,1
Asuntos de Trabajo,10:00:00,11:00:00,4.71462,4.62043,-74.09838,-74.07031,01:00:00,1
Asuntos de Trabajo,11:30:00,12:15:00,4.62043,4.71421,-74.07031,-74.07263,00:45:00,1
Asuntos de Trabajo,13:30:00,14:05:00,4.71421,4.61949,-74.07263,-74.06802,00:35:00,1
Volver a casa,14:30:00,16:00:00,4.61949,4.71462,-74.06802,-74.09838,01:30:00,1
Recibir atencion en salud,15:00:00,16:00:00,4.71475,4.64968,-74.09830,-74.06458,01:00:00,1
Volver a casa,17:30:00,18:30:00,4.64968,4.71475,-74.06458,-74.09830,01:00:00,1
Otra cosa,12:00:00,14:00:00,4.69990,4.75319,-74.12576,-74.04467,02:00:00,0
Volver a casa,18:00:00,19:50:00,4.75319,4.69990,-74.04467,-74.12576,01:50:00,0
Otra cosa,12:00:00,14:00:00,4.69990,4.75319,-74.12576,-74.04467,02:00:00,0
Volver a casa,21:09:32,22:38:42,4.75319,4.69990,-74.04467,-74.12576,01:29:10,0
Otra cosa,12:00:00,14:00:00,4.69991,4.75319,-74.12558,-74.04467,02:00:00,0
Volver a casa,21:15:35,22:46:20,4.75319,4.69990,-74.04467,-74.12576,01:30:45,0
Volver a casa,18:30:00,20:00:00,4.60465,4.70004,-74.07778,-74.12628,01:30:00,0
Trabajar,07:00:00,08:00:00,4.58352,4.62586,-74.09251,-74.06566,01:00:00,0
Volver a casa,14:21:00,15:06:00,4.62586,4.58352,-74.06566,-74.09251,00:45:00,0
Trabajar,06:00:00,07:00:00,4.58613,4.61407,-74.09231,-74.15071,01:00:00,0
Volver a casa,13:26:00,14:06:00,4.61407,4.58613,-74.15071,-74.09231,00:40:00,0
Trabajar,07:00:00,07:30:00,4.58495,4.60318,-74.09124,-74.08374,00:30:00,0
Volver a casa,17:00:00,17:30:00,4.60318,4.58613,-74.08374,-74.09231,00:30:00,0
Recibir atencion en salud,05:00:00,07:00:00,4.91919,4.56695,-74.02576,-74.10013,02:00:00,1
Volver a casa,08:36:00,10:36:00,4.56695,4.91919,-74.10013,-74.02576,02:00:00,1
Estudiar,10:30:00,11:30:00,4.57804,4.58957,-74.16638,-74.08500,01:00:00,0
Volver a casa,15:33:00,18:33:00,4.58957,4.57841,-74.08500,-74.16720,03:00:00,0
Trabajar,07:00:00,08:11:00,4.57804,4.63058,-74.16638,-74.08145,01:11:00,0
Otra cosa,17:30:00,18:30:00,4.63058,4.57804,-74.08145,-74.16638,01:00:00,0
Volver a casa,18:30:00,19:30:00,4.57804,4.57914,-74.16638,-74.16694,01:00:00,0
Trabajar,07:00:00,08:29:00,4.57804,4.60610,-74.16638,-74.08070,01:29:00,0
Estudiar,05:00:00,06:15:00,4.57905,4.63489,-74.16706,-74.07188,01:15:00,0
Volver a casa,11:30:00,12:30:00,4.63489,4.57905,-74.07188,-74.16706,01:00:00,0
Estudiar,20:00:00,22:00:00,4.57636,4.59878,-74.16903,-74.10668,02:00:00,0
Volver a casa,22:26:00,00:16:00,4.59878,4.57636,-74.10668,-74.16903,01:50:00,0
Estudiar,08:00:00,10:00:00,4.57630,4.61240,-74.16908,-74.06876,02:00:00,0
Volver a casa,13:00:00,14:00:00,4.61240,4.57630,-74.06876,-74.16908,01:00:00,0
Ir a ver a alguien,09:00:00,11:00:00,4.57646,4.71608,-74.16895,-74.05679,02:00:00,0
Volver a casa,11:26:00,13:21:00,4.71608,4.57646,-74.05679,-74.16895,01:55:00,0
Recreacion,10:00:00,12:00:00,4.57137,4.72404,-74.14657,-74.11274,02:00:00,0
Volver a casa,18:30:00,20:30:00,4.72404,4.57137,-74.11274,-74.14657,02:00:00,0
Otra cosa,21:00:00,22:50:00,4.75574,4.57131,-74.04536,-74.14651,01:50:00,0
Volver a casa,23:42:50,00:38:40,4.57131,4.75574,-74.14651,-74.04536,00:55:50,0
Estudiar,07:00:00,08:00:00,4.57135,4.62763,-74.14679,-74.08118,01:00:00,0
Volver a casa,14:00:00,15:00:00,4.62763,4.57135,-74.08118,-74.14679,01:00:00,0
Trabajar,06:00:00,07:36:00,4.72532,4.72504,-74.05057,-74.05123,01:36:00,1
Volver a casa,21:00:00,23:00:00,4.72504,4.57744,-74.05123,-74.16290,02:00:00,1
Estudiar,14:00:00,16:00:00,4.57744,4.67013,-74.16290,-74.07640,02:00:00,1
Volver a casa,20:00:00,21:00:00,4.67013,4.57744,-74.07640,-74.16290,01:00:00,1
Asuntos de Trabajo,08:00:00,09:30:00,4.71674,4.66991,-74.21172,-74.07434,01:30:00,1
Volver a casa,16:00:00,19:00:00,4.66991,4.71674,-74.07434,-74.21172,03:00:00,1
Trabajar,10:50:00,13:00:00,4.71674,4.57560,-74.21172,-74.09452,02:10:00,1
Volver a casa,20:00:00,22:00:00,4.57560,4.71674,-74.09452,-74.21172,02:00:00,1
Trabajar,05:00:00,06:21:00,4.49144,4.69235,-74.25914,-74.12057,01:21:00,1
Volver a casa,18:30:00,19:51:00,4.69235,4.49144,-74.12057,-74.25914,01:21:00,1
Volver a casa,17:23:00,18:23:00,4.74324,4.80873,-74.01526,-74.10264,01:00:00,1
Trabajar,06:55:00,07:55:00,4.80873,4.80873,-74.10264,-74.10264,01:00:00,1
Volver a casa,09:01:01,09:43:31,4.80873,4.80873,-74.10264,-74.10264,00:42:30,1
Trabajar,07:59:00,10:27:00,4.80873,4.80873,-74.10264,-74.10264,02:28:00,1
Volver a casa,18:02:00,19:02:00,4.80873,4.80873,-74.10264,-74.10264,01:00:00,1
Tramites,11:00:00,15:00:00,4.80873,4.80873,-74.10264,-74.10264,04:00:00,1
Trabajar,08:00:00,09:30:00,4.80873,4.60529,-74.10264,-74.07151,01:30:00,1
Volver a casa,14:00:00,15:09:00,4.60529,4.80873,-74.07151,-74.10264,01:09:00,1
Estudiar,05:45:00,07:43:00,4.80873,4.64099,-74.10264,-74.06140,01:58:00,1
Volver a casa,17:00:00,18:58:00,4.64099,4.80873,-74.06140,-74.10264,01:58:00,1
Trabajar,05:00:00,07:00:00,4.80873,4.68354,-74.10264,-74.05774,02:00:00,1
Volver a casa,20:00:00,23:00:00,4.71299,4.80873,-74.03270,-74.10264,03:00:00,1
Estudiar,06:00:00,07:00:00,4.80873,4.68408,-74.10264,-74.04014,01:00:00,1
Trabajar,12:00:00,13:00:00,4.68408,4.80873,-74.04014,-74.10264,01:00:00,1
Asuntos de Trabajo,04:00:00,07:00:00,4.80873,4.63913,-74.10264,-74.15800,03:00:00,1
Volver a casa,10:00:00,12:00:00,4.63913,4.80873,-74.15800,-74.10264,02:00:00,1
Estudiar,13:30:00,15:30:00,4.72009,4.61856,-73.96917,-74.09198,02:00:00,1
Volver a casa,18:00:00,20:20:00,4.61856,4.72009,-74.09198,-73.96917,02:20:00,1
Trabajar,06:00:00,07:30:00,4.72009,4.60922,-73.96917,-74.07260,01:30:00,1
Volver a casa,16:32:00,18:32:00,4.60922,4.72009,-74.07260,-73.96917,02:00:00,1
Estudiar,07:30:00,09:00:00,4.72009,4.61228,-73.96917,-74.07058,01:30:00,1
Volver a casa,16:44:00,19:44:00,4.61228,4.72009,-74.07058,-73.96917,03:00:00,1
Trabajar,08:00:00,09:15:00,4.56419,4.64682,-74.09350,-74.06822,01:15:00,1
Volver a casa,17:00:00,18:30:00,4.64682,4.56419,-74.06822,-74.09350,01:30:00,1
Trabajar,08:00:00,08:45:00,4.56419,4.60694,-74.09350,-74.07392,00:45:00,1
Trabajar,07:00:00,08:10:00,4.56419,4.61553,-74.09350,-74.07268,01:10:00,1
Volver a casa,16:30:00,17:30:00,4.61553,4.58086,-74.07268,-74.08040,01:00:00,1
Tramites,06:30:00,08:00:00,4.80873,4.63828,-74.10264,-74.06538,01:30:00,1
Volver a casa,09:00:00,10:00:00,4.63828,4.80873,-74.06538,-74.10264,01:00:00,1
Estudiar,06:00:00,08:10:00,4.71674,4.63081,-74.21172,-74.06724,02:10:00,1
Volver a casa,14:00:00,16:30:00,4.63081,4.71674,-74.06724,-74.21172,02:30:00,1
Tramites,07:16:00,08:30:00,4.80873,4.65516,-74.10264,-74.05515,01:14:00,1
Volver a casa,09:00:00,10:00:00,4.65516,4.80873,-74.05515,-74.10264,01:00:00,1
Trabajar,08:00:00,10:00:00,4.80873,4.60183,-74.10264,-74.07129,02:00:00,1
Volver a casa,11:43:00,13:52:27,4.60183,4.80873,-74.07129,-74.10264,02:09:27,1
Tramites,07:16:00,08:30:00,4.80873,4.65439,-74.10264,-74.04990,01:14:00,1
Volver a casa,09:00:00,10:00:00,4.65439,4.80873,-74.04990,-74.10264,01:00:00,1
Estudiar,09:00:00,10:15:00,4.80873,4.67299,-74.10264,-74.06675,01:15:00,1
Volver a casa,10:26:15,12:13:15,4.67299,4.80873,-74.06675,-74.10264,01:47:00,1
Asuntos de Trabajo,09:00:00,10:30:00,4.80873,4.60695,-74.10264,-74.07384,01:30:00,1
Volver a casa,11:17:00,12:25:00,4.60695,4.80873,-74.07384,-74.10264,01:08:00,1
Trabajar,06:00:00,08:20:00,4.99568,4.63998,-73.87333,-74.09461,02:20:00,1
Volver a casa,13:51:00,16:11:00,4.63998,4.99568,-74.09461,-73.87333,02:20:00,1
Estudiar,10:00:00,12:18:00,4.99568,4.63248,-73.87333,-74.06814,02:18:00,1
Volver a casa,17:00:00,20:00:00,4.63248,4.99568,-74.06814,-73.87333,03:00:00,1
Trabajar,05:46:00,07:46:00,4.91919,4.91919,-74.02576,-74.02576,02:00:00,1
Volver a casa,18:00:00,21:00:00,4.91919,4.91919,-74.02576,-74.02576,03:00:00,1
Tramites,07:30:00,09:00:00,4.91919,4.68921,-74.02576,-74.03687,01:30:00,1
Volver a casa,17:00:00,18:18:00,4.68921,4.91919,-74.03687,-74.02576,01:18:00,1
Trabajar,05:30:00,07:23:00,4.80873,4.65998,-74.10264,-74.05149,01:53:00,1
Recibir atencion en salud,09:30:00,10:15:00,4.80873,4.71380,-74.10264,-74.10220,00:45:00,1
Volver a casa,13:00:00,13:47:00,4.71380,4.80873,-74.10220,-74.10264,00:47:00,1
Estudiar,05:30:00,07:01:00,4.80873,4.63058,-74.10264,-74.08145,01:31:00,1
Volver a casa,18:30:00,20:00:00,4.63058,4.80873,-74.08145,-74.10264,01:30:00,1
Volver a casa,17:23:00,18:23:00,4.75157,4.80873,-74.04650,-74.10264,01:00:00,1
Trabajar,08:16:00,09:16:00,4.71674,4.64759,-74.21172,-74.07417,01:00:00,1
Volver a casa,15:21:00,17:21:00,4.64759,4.71674,-74.07417,-74.21172,02:00:00,1
Tramites,09:47:00,12:06:00,4.91919,4.65055,-74.02576,-74.06160,02:19:00,1
Volver a casa,18:00:00,19:50:00,4.65055,4.91919,-74.06160,-74.02576,01:50:00,1
Trabajar,06:50:00,08:00:00,4.71674,4.72660,-74.21172,-74.02487,01:10:00,1
Volver a casa,17:15:00,20:00:00,4.72660,4.71674,-74.02487,-74.21172,02:45:00,1
Estudiar,05:00:00,07:09:00,4.99568,4.65917,-73.87333,-74.06203,02:09:00,1
Volver a casa,13:00:00,15:09:00,4.65917,4.99568,-74.06203,-73.87333,02:09:00,1
Tramites,07:00:00,09:44:00,4.91919,4.61496,-74.02576,-74.09270,02:44:00,1
Volver a casa,14:00:00,16:44:00,4.61496,4.91919,-74.09270,-74.02576,02:44:00,1
Estudiar,10:40:00,12:28:00,4.71674,4.65060,-74.21172,-74.08295,01:48:00,1
Volver a casa,19:00:00,21:00:00,4.65060,4.71674,-74.08295,-74.21172,02:00:00,1
Estudiar,05:00:00,06:45:00,4.71674,4.62703,-74.21172,-74.06993,01:45:00,1
Recibir atencion en salud,13:00:00,15:00:00,4.99568,4.68971,-73.87333,-74.05410,02:00:00,1
Volver a casa,16:00:00,18:00:00,4.68971,4.99568,-74.05410,-73.87333,02:00:00,1
Tramites,07:30:00,09:00:00,4.91919,4.68921,-74.02576,-74.03687,01:30:00,1
Volver a casa,17:00:00,18:20:00,4.68921,4.91919,-74.03687,-74.02576,01:20:00,1
Asuntos de Trabajo,15:00:00,17:04:00,4.99568,4.70018,-73.87333,-74.09658,02:04:00,1
Volver a casa,17:40:00,20:00:00,4.70018,4.99568,-74.09658,-73.87333,02:20:00,1
Trabajar,06:00:00,07:30:00,4.72009,4.61076,-73.96917,-74.07346,01:30:00,1
Volver a casa,16:32:00,18:32:00,4.61076,4.72009,-74.07346,-73.96917,02:00:00,1
Estudiar,07:00:00,08:30:00,4.72009,4.79672,-73.96917,-74.03850,01:30:00,1
Volver a casa,17:30:00,19:33:00,4.79672,4.72009,-74.03850,-73.96917,02:03:00,1
Estudiar,06:13:00,06:58:00,4.58013,4.61429,-74.07738,-74.06700,00:45:00,1
Volver a casa,07:32:41,07:52:41,4.61429,4.58013,-74.06700,-74.07738,00:20:00,1
Estudiar,06:19:00,06:51:00,4.58013,4.61429,-74.07738,-74.06700,00:32:00,1
Volver a casa,09:41:19,11:31:19,4.61429,4.58013,-74.06700,-74.07738,01:50:00,1
Trabajar,06:41:00,07:41:00,4.58189,4.72958,-74.07664,-74.05276,01:00:00,1
Volver a casa,08:38:06,09:43:19,4.72958,4.58189,-74.05276,-74.07664,01:05:13,1
Estudiar,06:04:00,06:49:00,4.58774,4.58078,-74.08697,-74.10356,00:45:00,1
Volver a casa,07:32:32,07:52:32,4.58078,4.58774,-74.10356,-74.08697,00:20:00,1
Tramites,09:00:00,11:45:00,4.91919,4.62302,-74.02576,-74.13827,02:45:00,1
Volver a casa,11:46:00,14:32:00,4.62302,4.91919,-74.13827,-74.02576,02:46:00,1
Buscar/dejar dejar algo,09:35:00,10:06:00,4.72056,4.80873,-74.07532,-74.10264,00:31:00,1
Recibir atencion en salud,06:00:00,07:55:00,4.71674,4.67640,-74.21172,-74.05116,01:55:00,1
Volver a casa,09:40:00,11:15:00,4.67640,4.71674,-74.05116,-74.21172,01:35:00,1
Recibir atencion en salud,06:00:00,07:56:00,4.71674,4.62788,-74.21172,-74.07076,01:56:00,1
Volver a casa,09:40:00,11:15:00,4.62788,4.71674,-74.07076,-74.21172,01:35:00,1
Trabajar,06:00:00,07:00:00,4.80873,4.65738,-74.10264,-74.06255,01:00:00,1
Estudiar,13:45:00,14:30:00,4.65738,4.65055,-74.06255,-74.06160,00:45:00,1
Volver a casa,15:00:00,16:00:00,4.65055,4.80873,-74.06160,-74.10264,01:00:00,1
Estudiar,17:31:00,18:29:00,4.80873,4.65145,-74.10264,-74.06433,00:58:00,1
Volver a casa,22:00:00,23:00:00,4.65145,4.80873,-74.06433,-74.10264,01:00:00,1
Estudiar,06:00:00,07:01:00,4.80873,4.63461,-74.10264,-74.07965,01:01:00,1
Trabajar,06:00:00,07:30:00,4.72009,4.73981,-73.96917,-74.03950,01:30:00,1
Volver a casa,17:30:00,20:00:00,4.73981,4.72009,-74.03950,-73.96917,02:30:00,1
Volver a casa,21:30:00,23:00:00,4.63729,4.72009,-74.07131,-73.96917,01:30:00,1
Estudiar,05:45:00,08:00:00,4.72009,4.70258,-73.96917,-74.05195,02:15:00,1
Ir a ver a alguien,13:00:00,15:00:00,4.70258,4.72009,-74.05195,-73.96917,02:00:00,1
Recibir atencion en salud,10:00:00,13:00:00,4.99568,4.66556,-73.87333,-74.07768,03:00:00,1
Trabajar,05:30:00,07:22:00,4.80873,4.66055,-74.10264,-74.05110,01:52:00,1
Recreacion,16:30:00,18:00:00,4.91919,4.68971,-74.02576,-74.05410,01:30:00,1
Volver a casa,21:00:00,22:30:00,4.68971,4.91919,-74.05410,-74.02576,01:30:00,1
Trabajar,06:30:00,08:30:00,4.91919,4.70702,-74.02576,-74.05433,02:00:00,1
Volver a casa,16:30:00,18:40:00,4.70702,4.91919,-74.05433,-74.02576,02:10:00,1
Trabajar,06:00:00,07:00:00,4.71674,4.69594,-74.21172,-74.08692,01:00:00,1
Volver a casa,13:00:00,14:00:00,4.69594,4.71674,-74.08692,-74.21172,01:00:00,1
Recibir atencion en salud,06:00:00,07:56:00,4.71674,4.62788,-74.21172,-74.07076,01:56:00,1
Volver a casa,09:40:00,11:15:00,4.62788,4.71674,-74.07076,-74.21172,01:35:00,1
Estudiar,05:00:00,07:00:00,4.71674,4.65460,-74.21172,-74.05788,02:00:00,1
Volver a casa,17:30:00,20:15:00,4.65460,4.71674,-74.05788,-74.21172,02:45:00,1
Estudiar,05:10:00,07:10:00,4.71674,4.65363,-74.21172,-74.06493,02:00:00,1
Volver a casa,16:30:00,18:45:00,4.65363,4.71674,-74.06493,-74.21172,02:15:00,1
Recibir atencion en salud,08:00:00,10:30:00,4.71674,4.62787,-74.21172,-74.06361,02:30:00,1
Volver a casa,12:15:00,14:05:00,4.62787,4.71674,-74.06361,-74.21172,01:50:00,1
Estudiar,05:10:00,07:10:00,4.71674,4.65371,-74.21172,-74.06497,02:00:00,1
Volver a casa,16:30:00,18:40:00,4.65371,4.71674,-74.06497,-74.21172,02:10:00,1
Estudiar,03:59:00,05:11:00,4.56005,4.75243,-74.14644,-74.04849,01:12:00,1
Volver a casa,05:47:59,06:59:59,4.75243,4.56005,-74.04849,-74.14644,01:12:00,1
Recibir atencion en salud,09:30:00,10:15:00,4.80873,4.71343,-74.10264,-74.11429,00:45:00,1
Volver a casa,13:00:00,13:47:00,4.71343,4.80873,-74.11429,-74.10264,00:47:00,1
Trabajar,06:15:00,07:30:00,4.80873,4.62169,-74.10264,-74.07276,01:15:00,1
Volver a casa,16:00:00,19:00:00,4.62169,4.80873,-74.07276,-74.10264,03:00:00,1
Asuntos de Trabajo,07:01:00,08:02:00,4.80873,4.63032,-74.10264,-74.06046,01:01:00,1
Volver a casa,17:00:00,18:01:00,4.63032,4.80873,-74.06046,-74.10264,01:01:00,1
Asuntos de Trabajo,07:01:00,08:02:00,4.80873,4.62688,-74.10264,-74.09768,01:01:00,1
Volver a casa,17:00:00,18:01:00,4.62688,4.80873,-74.09768,-74.10264,01:01:00,1
Trabajar,05:00:00,07:00:00,4.54055,4.64082,-74.14210,-74.07415,02:00:00,1
Volver a casa,14:16:00,16:11:00,4.64082,4.54055,-74.07415,-74.14210,01:55:00,1
Trabajar,07:00:00,08:30:00,4.57132,4.67920,-74.14649,-74.06574,01:30:00,0
Volver a casa,13:27:00,15:12:00,4.67920,4.57132,-74.06574,-74.14649,01:45:00,0
Trabajar,07:00:00,08:31:00,4.57132,4.67920,-74.14649,-74.06574,01:31:00,0
Volver a casa,15:22:31,17:07:31,4.67920,4.57132,-74.06574,-74.14649,01:45:00,0
Trabajar,14:00:00,16:00:00,4.58517,4.75945,-74.21141,-74.04215,02:00:00,1
Recibir atencion en salud,13:00:00,14:51:00,4.58516,4.65206,-74.21703,-74.07823,01:51:00,1
Volver a casa,17:00:00,18:51:00,4.65206,4.58515,-74.07823,-74.21703,01:51:00,1
Trabajar,06:00:00,07:15:00,4.64714,4.62751,-74.05544,-74.10686,01:15:00,1
Volver a casa,19:00:00,21:00:00,4.62751,4.64714,-74.10686,-74.05544,02:00:00,1
Tramites,11:37:00,14:14:00,4.73108,4.66247,-74.34092,-74.05853,02:37:00,1
Volver a casa,18:01:00,20:38:00,4.66247,4.73108,-74.05853,-74.34092,02:37:00,1
Asuntos de Trabajo,07:16:00,08:34:00,4.73357,4.61823,-74.26437,-74.06186,01:18:00,1
Volver a casa,16:23:00,18:23:00,4.61823,4.73108,-74.06186,-74.34092,02:00:00,1
Estudiar,09:31:00,12:16:00,4.73108,4.71832,-74.34092,-74.02443,02:45:00,1
Volver a casa,16:35:00,19:20:00,4.71832,4.73108,-74.02443,-74.34092,02:45:00,1
Trabajar,08:00:00,10:47:00,4.91919,4.60460,-74.02576,-74.07708,02:47:00,1
Volver a casa,14:00:00,16:00:00,4.60460,4.91919,-74.07708,-74.02576,02:00:00,1
Volver a casa,17:00:00,18:00:00,4.62075,4.57909,-74.15083,-74.22661,01:00:00,1
Trabajar,06:00:00,07:56:00,4.65270,4.68971,-74.07591,-74.05410,01:56:00,1
Volver a casa,17:26:00,19:22:00,4.68971,4.65276,-74.05410,-74.07620,01:56:00,1
Asuntos de Trabajo,06:00:00,07:35:00,4.80873,4.67104,-74.10264,-74.06513,01:35:00,1
Asuntos de Trabajo,11:00:00,11:30:00,4.67104,4.63513,-74.06513,-74.06492,00:30:00,1
Volver a casa,17:00:00,19:00:00,4.63513,4.80873,-74.06492,-74.10264,02:00:00,1
Trabajar,05:00:00,07:15:00,4.80873,4.59475,-74.10264,-74.13914,02:15:00,1
Volver a casa,19:00:00,20:30:00,4.59475,4.80873,-74.13914,-74.10264,01:30:00,1
Recibir atencion en salud,08:30:00,11:30:00,4.49144,4.67125,-74.25914,-74.05739,03:00:00,1
Volver a casa,13:30:00,16:00:00,4.67125,4.49144,-74.05739,-74.25914,02:30:00,1
Volver a casa,18:00:00,20:45:00,4.64968,4.49144,-74.06458,-74.25914,02:45:00,1
Trabajar,06:00:00,08:30:00,4.56771,4.65055,-74.24150,-74.06160,02:30:00,1
Estudiar,18:00:00,18:30:00,4.65055,4.59171,-74.06160,-74.08027,00:30:00,1
Volver a casa,22:00:00,23:30:00,4.59171,4.56769,-74.08027,-74.24141,01:30:00,1
Estudiar,06:20:00,08:00:00,4.91919,4.65055,-74.02576,-74.06160,01:40:00,1
Volver a casa,18:30:00,21:01:00,4.65055,4.91919,-74.06160,-74.02576,02:31:00,1
Trabajar,05:45:00,06:53:00,4.72009,4.63058,-73.96917,-74.08145,01:08:00,1
Volver a casa,13:52:53,14:57:01,4.63058,4.72009,-74.08145,-73.96917,01:04:08,1
Estudiar,06:00:00,07:30:00,4.72009,4.60460,-73.96917,-74.07708,01:30:00,1
Volver a casa,17:45:00,19:38:00,4.60460,4.72009,-74.07708,-73.96917,01:53:00,1
Otra cosa,09:00:00,10:30:00,4.91919,4.75319,-74.02576,-74.04467,01:30:00,1
Volver a casa,11:32:30,12:37:00,4.75319,4.91919,-74.04467,-74.02576,01:04:30,1
Estudiar,06:00:00,08:46:30,4.91919,4.60039,-74.02576,-74.07572,02:46:30,1
Volver a casa,08:47:30,11:35:30,4.60039,4.91919,-74.07572,-74.02576,02:48:00,1
Trabajar,08:00:00,09:07:00,4.80873,4.60966,-74.10264,-74.09415,01:07:00,1
Volver a casa,16:00:00,17:07:00,4.60966,4.80873,-74.09415,-74.10264,01:07:00,1
Estudiar,05:00:00,06:40:00,4.80873,4.62788,-74.10264,-74.07076,01:40:00,1
Volver a casa,13:20:00,15:00:00,4.62788,4.80873,-74.07076,-74.10264,01:40:00,1
Tramites,06:30:00,08:00:00,4.80873,4.63828,-74.10264,-74.06538,01:30:00,1
Volver a casa,09:00:00,10:00:00,4.63828,4.80873,-74.06538,-74.10264,01:00:00,1
Trabajar,08:00:00,09:48:00,4.80873,4.66930,-74.10264,-74.06335,01:48:00,1
Volver a casa,15:00:00,16:00:00,4.66930,4.80873,-74.06335,-74.10264,01:00:00,1
Estudiar,05:00:00,07:19:00,4.99568,4.62788,-73.87333,-74.07076,02:19:00,1
Volver a casa,13:00:00,16:00:00,4.62788,4.99568,-74.07076,-73.87333,03:00:00,1
Estudiar,06:30:00,08:00:00,4.91919,4.69394,-74.02576,-74.05646,01:30:00,1
Volver a casa,16:00:00,17:30:00,4.69394,4.91919,-74.05646,-74.02576,01:30:00,1
Estudiar,06:30:00,08:40:00,4.91919,4.60460,-74.02576,-74.07708,02:10:00,1
Volver a casa,16:00:00,18:00:00,4.60460,4.91919,-74.07708,-74.02576,02:00:00,1
Estudiar,04:40:00,05:40:00,4.57575,4.63226,-74.23798,-74.06634,01:00:00,1
